;Product Progress;Logins;Start Date;Last Activity At;Days Lapsed;Months Lapsed
2281;11;17;2019-04-07;2019-05-16;5.57;1.39
2282;19;28;2019-07-19;2022-04-15;143.0;35.75
2283;1;24;2019-08-22;2023-04-13;190.0;47.5
2284;73;97;2019-04-08;2023-03-26;206.86;51.72
2285;81;36;2019-04-09;2020-06-16;62.0;15.5
2286;37;222;2019-04-30;2023-04-03;204.86;51.22
2287;48;135;2019-04-07;2022-10-26;185.43;46.36
2288;86;167;2019-04-08;2023-04-30;211.86;52.96
2289;27;41;2019-04-08;2019-10-28;29.0;7.25
2290;33;47;2019-04-07;2020-01-03;38.71;9.68
2291;86;93;2019-04-10;2022-01-06;143.14;35.78
2292;15;21;2019-04-09;2020-01-25;41.57;10.39
2293;94;355;2019-04-08;2023-05-16;214.14;53.54
2294;13;13;2019-04-10;2019-12-31;37.86;9.46
2295;97;108;2019-04-08;2021-06-12;113.71;28.43
2296;69;119;2019-06-29;2023-04-04;196.43;49.11
2297;71;200;2019-04-07;2023-05-01;212.14;53.04
2298;18;20;2019-04-11;2020-09-22;75.71;18.93
2299;4;12;2019-04-07;2022-11-16;188.43;47.11
2300;14;7;2019-04-09;2019-06-11;9.0;2.25
2301;1;5;2019-05-09;2020-01-11;35.29;8.82
2302;98;105;2019-05-05;2023-04-23;207.0;51.75
2303;26;62;2019-04-16;2023-03-11;203.57;50.89
2304;78;235;2019-04-15;2023-05-12;212.57;53.14
2306;51;78;2019-04-15;2021-01-22;92.57;23.14
2307;52;153;2019-04-14;2022-11-23;188.43;47.11
2308;34;45;2019-04-14;2019-07-15;13.14;3.28
2309;23;45;2019-04-15;2023-03-26;205.86;51.46
2310;10;18;2019-04-14;2019-07-23;14.29;3.57
2311;16;18;2019-04-14;2019-06-10;8.14;2.04
2312;6;12;2019-04-15;2019-06-27;10.43;2.61
2313;3;6;2019-04-16;2022-03-15;152.0;38.0
2314;32;23;2019-04-16;2022-03-05;150.57;37.64
2315;13;34;2019-04-15;2019-05-16;4.43;1.11
2316;97;80;2019-04-14;2021-06-04;111.71;27.93
2317;92;134;2019-04-15;2023-01-28;197.71;49.43
2318;98;220;2019-04-15;2023-01-12;195.43;48.86
2319;78;4722;2019-04-16;2023-05-16;213.0;53.25
2321;84;157;2019-04-14;2022-05-18;161.43;40.36
2322;10;22;2019-04-27;2021-12-12;137.14;34.28
2323;1;3;2019-04-16;2019-04-24;1.14;0.28
2324;52;123;2019-04-14;2019-12-16;35.14;8.78
2325;5;16;2019-05-15;2020-10-17;74.43;18.61
2326;22;25;2019-04-18;2019-11-20;30.86;7.72
2327;35;58;2019-04-15;2019-09-10;21.14;5.28
2328;27;41;2019-04-22;2022-01-08;141.71;35.43
2329;4;3;2019-04-18;2019-04-23;0.71;0.18
2331;80;68;2019-04-15;2020-11-02;81.0;20.25
2332;18;23;2019-04-26;2019-10-14;24.43;6.11
2333;0;9;2019-04-24;2019-04-24;0.0;0.0
2336;43;103;2019-04-23;2023-04-20;208.29;52.07
2337;12;39;2019-04-23;2023-05-16;212.0;53.0
2338;5;23;2019-05-06;2020-01-14;36.14;9.04
2339;16;19;2019-12-06;2021-03-29;68.43;17.11
2340;97;184;2019-04-23;2022-01-28;144.43;36.11
2341;8;13;2019-04-22;2019-12-31;36.14;9.04
2342;93;134;2019-04-21;2021-04-05;102.14;25.54
2343;12;22;2020-03-30;2022-01-21;94.57;23.64
2344;44;84;2019-04-30;2020-12-15;85.0;21.25
2345;2;3;2020-09-23;2020-09-23;0.0;0.0
2346;27;94;2019-04-23;2021-10-24;130.71;32.68
2347;19;58;2019-04-21;2022-04-15;155.71;38.93
2348;60;73;2019-04-22;2020-04-06;50.0;12.5
2349;13;149;2019-04-24;2023-05-15;211.71;52.93
2351;2;14;2019-05-04;2019-07-30;12.43;3.11
2358;86;140;2019-04-22;2023-03-21;204.14;51.04
2362;10;31;2019-04-23;2023-04-11;207.0;51.75
2363;4;9;2019-04-22;2019-07-11;11.43;2.86
2364;4;8;2019-05-04;2020-08-25;68.43;17.11
2365;88;155;2019-04-21;2020-02-04;41.29;10.32
2366;80;191;2019-05-01;2020-06-27;60.43;15.11
2367;41;56;2019-04-28;2023-04-25;208.29;52.07
2368;55;130;2019-05-06;2023-03-14;201.14;50.28
2369;70;64;2019-05-01;2021-03-25;99.14;24.78
2370;13;32;2019-05-31;2020-03-06;40.0;10.0
2372;43;125;2019-04-30;2023-03-26;203.71;50.93
2373;31;41;2019-04-28;2020-06-25;60.57;15.14
2374;42;56;2019-05-01;2019-10-25;25.29;6.32
2375;71;82;2019-05-09;2022-12-02;186.14;46.54
2376;57;108;2019-04-29;2023-04-14;206.57;51.64
2377;4;24;2019-05-19;2022-08-29;171.14;42.78
2378;16;26;2019-05-01;2020-04-27;51.71;12.93
2379;37;54;2019-04-29;2020-10-14;76.29;19.07
2380;12;14;2019-04-30;2023-03-18;202.57;50.64
2381;88;116;2019-04-29;2020-11-11;80.29;20.07
2382;4;12;2019-05-02;2019-05-23;3.0;0.75
2383;5;26;2019-04-30;2023-01-30;195.86;48.96
2384;12;12;2019-04-29;2019-06-23;7.86;1.96
2385;31;56;2019-04-29;2022-01-09;140.86;35.22
2386;29;25;2019-05-18;2019-09-15;17.14;4.28
2387;51;70;2019-05-03;2023-04-19;206.71;51.68
2388;88;387;2019-05-03;2021-08-26;120.86;30.22
2389;23;34;2019-04-28;2023-03-14;202.29;50.57
2390;2;4;2019-04-29;2019-05-01;0.29;0.07
2393;4;10;2022-02-14;2022-04-23;9.71;2.43
2394;69;70;2019-05-03;2021-12-29;138.71;34.68
2395;95;62;2019-05-04;2022-11-25;185.86;46.46
2396;2;6;2019-04-29;2020-01-29;39.29;9.82
2397;88;116;2019-04-30;2021-09-22;125.14;31.28
2398;1;3;2019-04-29;2019-04-29;0.0;0.0
2400;43;376;2019-05-01;2022-11-29;186.86;46.72
2401;2;8;2019-04-28;2020-09-21;73.14;18.28
2402;1;7;2019-04-29;2019-05-03;0.57;0.14
2404;6;26;2019-04-29;2022-05-13;158.57;39.64
2405;16;39;2019-05-09;2023-03-24;202.14;50.54
2406;45;46;2019-05-17;2023-04-11;203.57;50.89
2407;95;113;2019-04-28;2023-05-08;210.14;52.54
2408;3;12;2019-05-07;2019-06-02;3.71;0.93
2409;2;4;2019-05-23;2020-09-20;69.43;17.36
2410;47;249;2019-05-02;2023-04-06;205.0;51.25
2411;86;137;2019-06-30;2023-02-06;188.14;47.04
2412;48;96;2019-04-29;2020-10-26;78.0;19.5
2415;4;12;2019-05-08;2019-07-22;10.71;2.68
2416;45;206;2019-05-07;2023-05-16;210.0;52.5
2420;40;41;2019-05-05;2022-02-20;146.0;36.5
2421;87;182;2019-07-07;2022-08-10;161.43;40.36
2422;46;31;2019-05-14;2019-09-13;17.43;4.36
2423;71;71;2019-05-12;2023-01-04;190.43;47.61
2424;57;37;2019-05-12;2020-03-26;45.57;11.39
2425;14;24;2019-05-15;2020-12-14;82.71;20.68
2426;5;61;2019-06-02;2023-03-02;195.57;48.89
2427;47;79;2019-05-12;2022-02-04;142.71;35.68
2428;1;17;2019-05-13;2019-06-09;3.86;0.96
2429;20;29;2019-05-12;2020-03-27;45.71;11.43
2430;7;16;2019-05-19;2019-10-10;20.57;5.14
2432;69;190;2019-05-27;2023-04-27;204.43;51.11
2433;7;12;2019-05-22;2020-12-02;80.0;20.0
2434;30;8;2019-05-20;2019-07-24;9.29;2.32
2435;2;25;2019-06-10;2019-08-18;9.86;2.46
2436;30;84;2019-05-20;2020-12-10;81.43;20.36
2439;53;272;2019-06-25;2023-02-05;188.71;47.18
2440;96;79;2019-05-26;2020-12-11;80.71;20.18
2441;25;59;2019-06-05;2021-10-30;125.43;31.36
2442;26;39;2019-07-26;2021-08-29;109.29;27.32
2443;3;50;2019-11-28;2023-04-23;177.43;44.36
2444;66;47;2019-06-02;2020-03-17;41.29;10.32
2445;3;27;2019-06-04;2020-09-03;65.29;16.32
2446;2;46;2019-06-12;2023-04-09;199.57;49.89
2447;9;14;2019-06-29;2019-07-11;1.71;0.43
2448;4;18;2019-06-06;2022-01-14;136.14;34.03
2449;4;7;2019-06-02;2019-11-18;24.14;6.04
2450;10;13;2019-06-05;2020-09-20;67.57;16.89
2451;5;91;2019-07-24;2022-11-05;171.43;42.86
2452;1;8;2019-06-23;2019-09-02;10.14;2.54
2454;29;41;2019-06-25;2020-05-03;44.71;11.18
2455;25;40;2019-06-04;2020-04-04;43.57;10.89
2456;1;7;2019-06-03;2019-11-01;21.57;5.39
2457;12;4;2019-10-15;2019-10-23;1.14;0.28
2459;5;4;2019-06-03;2019-08-10;9.71;2.43
2460;26;80;2019-06-05;2020-02-25;37.86;9.46
2461;3;3;2019-06-14;2019-09-26;14.86;3.72
2462;12;17;2019-06-04;2020-01-31;34.43;8.61
2463;2;6;2019-06-18;2019-06-19;0.14;0.04
2465;96;76;2019-06-05;2023-01-25;190.0;47.5
2466;29;40;2019-06-05;2021-02-28;90.57;22.64
2467;11;13;2019-06-18;2020-01-04;28.57;7.14
2468;11;27;2019-06-03;2019-06-28;3.57;0.89
2469;3;3;2019-06-05;2019-06-10;0.71;0.18
2472;46;36;2019-06-08;2022-04-11;148.29;37.07
2473;78;866;2019-06-05;2020-10-13;70.86;17.72
2475;1;2;2019-06-06;2019-06-06;0.0;0.0
2478;24;51;2019-08-04;2020-09-15;58.29;14.57
2479;59;58;2019-06-04;2022-06-16;158.29;39.57
2480;38;51;2019-06-03;2021-04-14;97.29;24.32
2481;68;113;2019-06-04;2021-08-26;116.29;29.07
2482;2;44;2019-06-06;2020-07-05;56.43;14.11
2483;2;10;2019-06-29;2020-04-15;41.57;10.39
2484;9;7;2019-06-03;2019-06-19;2.29;0.57
2486;57;150;2019-06-04;2021-11-07;126.71;31.68
2487;1;1;2019-06-02;2019-06-02;0.0;0.0
2489;13;31;2019-10-30;2023-04-13;180.14;45.04
2490;9;26;2019-06-11;2022-08-08;164.86;41.22
2491;1;3;2019-06-03;2021-03-17;93.29;23.32
2492;95;83;2019-06-03;2022-01-27;138.43;34.61
2494;6;9;2020-05-06;2020-09-15;18.86;4.72
2495;49;80;2019-06-05;2022-10-28;177.29;44.32
2496;3;13;2019-06-02;2019-08-09;9.71;2.43
2497;60;109;2019-06-03;2020-10-22;72.43;18.11
2499;24;19;2019-06-04;2020-06-04;52.29;13.07
2500;74;141;2019-07-04;2022-11-22;176.71;44.18
2502;81;139;2019-06-02;2022-12-14;184.43;46.11
2503;34;32;2019-06-03;2020-01-30;34.43;8.61
2504;85;101;2019-06-16;2020-08-31;63.14;15.78
2505;51;142;2019-06-28;2023-03-09;192.86;48.22
2506;26;96;2019-06-16;2021-01-29;84.71;21.18
2507;8;41;2019-06-19;2021-07-20;108.86;27.22
2508;16;41;2019-07-23;2022-05-24;148.0;37.0
2509;3;13;2019-06-11;2020-05-07;47.29;11.82
2510;28;238;2020-05-07;2023-03-02;147.0;36.75
2511;7;162;2020-06-10;2023-01-16;135.71;33.93
2513;2;14;2019-10-06;2022-04-05;130.29;32.57
2514;85;149;2019-06-21;2020-07-18;56.14;14.04
2515;63;223;2019-06-18;2020-01-03;28.43;7.11
2517;96;270;2019-06-16;2022-10-18;174.29;43.57
2518;93;169;2019-06-16;2023-01-17;187.29;46.82
2519;29;35;2019-07-25;2023-03-30;192.0;48.0
2520;4;10;2019-10-03;2019-11-27;7.86;1.96
2521;62;96;2019-06-16;2020-03-24;40.29;10.07
2522;86;148;2019-06-23;2023-02-11;189.86;47.46
2523;41;42;2019-06-16;2019-10-29;19.29;4.82
2524;10;20;2019-06-16;2019-07-13;3.86;0.96
2525;21;39;2019-06-16;2020-02-16;35.0;8.75
2526;66;93;2019-06-17;2022-10-07;172.57;43.14
2527;25;32;2020-02-04;2021-04-22;63.29;15.82
2528;72;143;2019-08-15;2023-05-08;194.57;48.64
2530;21;51;2019-06-24;2023-03-10;193.57;48.39
2531;34;82;2019-06-17;2020-06-01;50.0;12.5
2532;10;17;2019-06-23;2020-06-09;50.29;12.57
2533;5;6;2019-06-16;2020-01-28;32.29;8.07
2534;55;43;2019-06-18;2020-01-29;32.14;8.04
2535;1;2;2019-07-07;2020-05-11;44.14;11.04
2536;96;67;2019-08-16;2020-02-21;27.0;6.75
2537;26;42;2019-06-27;2021-11-05;123.14;30.78
2538;12;24;2019-06-17;2020-01-03;28.57;7.14
2539;41;44;2019-06-19;2022-10-19;174.0;43.5
2540;64;37;2019-06-18;2020-01-07;29.0;7.25
2541;36;74;2019-06-20;2023-05-14;203.43;50.86
2542;35;53;2019-06-16;2020-08-01;58.86;14.72
2543;2;15;2019-07-18;2020-02-28;32.14;8.04
2545;10;27;2019-06-16;2023-03-18;195.86;48.96
2547;63;213;2019-06-16;2023-04-24;201.14;50.28
2548;81;67;2019-06-16;2023-04-20;200.57;50.14
2549;9;11;2019-07-18;2019-09-06;7.14;1.78
2551;31;42;2019-06-20;2021-08-25;113.86;28.46
2552;99;295;2019-06-19;2023-04-04;197.86;49.46
2553;92;65;2019-06-16;2020-11-10;73.29;18.32
2554;2;5;2019-07-01;2019-11-05;18.14;4.54
2555;34;109;2019-09-24;2022-09-24;156.57;39.14
2557;55;89;2019-06-16;2021-01-12;82.29;20.57
2558;24;26;2019-06-23;2021-01-20;82.43;20.61
2559;34;44;2019-06-18;2021-12-30;132.29;33.07
2560;4;5;2019-06-16;2019-07-25;5.57;1.39
2561;33;36;2019-06-25;2022-08-19;164.43;41.11
2563;87;89;2019-06-25;2022-12-14;181.14;45.28
2564;32;44;2019-06-29;2020-01-02;26.71;6.68
2565;68;216;2019-06-18;2023-03-07;194.0;48.5
2566;4;8;2019-06-24;2020-05-27;48.29;12.07
2567;51;60;2019-06-17;2021-04-16;95.57;23.89
2568;98;86;2019-06-27;2022-03-19;142.29;35.57
2569;76;124;2019-06-16;2023-05-06;202.86;50.72
2570;1;5;2019-06-17;2019-06-23;0.86;0.22
2571;16;42;2019-06-22;2020-12-03;75.71;18.93
2572;18;21;2019-06-18;2019-07-11;3.29;0.82
2573;7;13;2019-10-07;2020-12-07;61.0;15.25
2574;27;87;2019-07-08;2020-12-29;77.14;19.28
2577;41;50;2019-06-18;2020-06-17;52.14;13.04
2578;7;20;2019-06-21;2019-07-15;3.43;0.86
2579;40;33;2019-06-17;2020-01-07;29.14;7.28
2580;96;117;2019-06-20;2022-12-28;183.86;45.96
2581;25;20;2019-06-17;2019-10-20;17.86;4.46
2582;85;79;2019-06-17;2022-05-18;152.29;38.07
2583;77;89;2020-01-07;2022-03-22;115.0;28.75
2584;14;19;2019-06-16;2023-03-16;195.57;48.89
2585;7;70;2019-06-19;2023-04-18;199.86;49.96
2586;2;28;2019-06-16;2021-08-22;114.0;28.5
2588;23;40;2019-06-24;2020-05-12;46.14;11.54
2590;54;63;2019-06-17;2021-07-09;107.57;26.89
2591;97;302;2019-06-16;2022-12-22;183.57;45.89
2592;20;66;2019-06-25;2020-01-14;29.0;7.25
2593;88;90;2019-06-24;2021-09-12;115.86;28.96
2594;1;7;2020-05-10;2020-05-10;0.0;0.0
2595;13;19;2019-06-17;2019-07-13;3.71;0.93
2596;95;346;2019-06-16;2023-05-15;204.14;51.04
2597;70;120;2019-06-17;2021-03-07;89.86;22.46
2598;93;94;2019-06-17;2023-02-24;192.57;48.14
2600;26;60;2019-06-26;2020-02-25;34.86;8.72
2601;96;94;2019-06-23;2022-11-23;178.43;44.61
2602;97;204;2019-06-23;2022-05-10;150.29;37.57
2603;5;11;2019-09-19;2022-03-19;130.29;32.57
2604;5;23;2019-06-27;2022-10-24;173.57;43.39
2605;40;48;2019-06-18;2022-10-23;174.71;43.68
2607;8;6;2019-06-18;2019-07-07;2.71;0.68
2608;23;29;2019-06-24;2021-11-16;125.14;31.28
2611;31;25;2019-06-16;2022-06-19;157.0;39.25
2612;41;56;2019-06-24;2020-07-18;55.71;13.93
2613;34;71;2019-06-23;2021-01-22;82.71;20.68
2614;20;23;2019-06-26;2019-08-26;8.71;2.18
2615;12;57;2019-06-18;2023-03-07;194.0;48.5
2616;10;26;2019-06-16;2022-04-17;148.0;37.0
2617;4;3;2019-07-03;2019-07-06;0.43;0.11
2618;29;24;2019-06-16;2020-07-02;54.57;13.64
2619;25;269;2019-06-23;2023-04-24;200.14;50.04
2620;38;54;2019-06-23;2021-03-14;90.0;22.5
2621;10;9;2019-07-16;2020-01-07;25.0;6.25
2622;41;33;2019-06-24;2021-04-11;93.86;23.46
2624;4;11;2019-09-25;2022-02-09;124.0;31.0
2625;5;7;2019-06-17;2019-07-14;3.86;0.96
2626;8;37;2019-06-16;2021-08-30;115.14;28.78
2627;2;2;2019-06-16;2019-06-25;1.29;0.32
2628;3;6;2019-06-17;2019-06-20;0.43;0.11
2630;77;96;2019-06-16;2022-06-06;155.14;38.78
2631;86;95;2019-06-17;2020-05-02;45.71;11.43
2632;66;82;2019-06-20;2022-05-29;153.43;38.36
2633;40;47;2019-06-17;2020-06-01;50.0;12.5
2634;11;17;2019-06-16;2019-08-05;7.14;1.78
2636;15;20;2019-06-18;2019-10-29;19.0;4.75
2637;40;48;2019-06-16;2022-08-11;164.57;41.14
2639;55;87;2019-06-16;2023-03-06;194.14;48.54
2640;18;26;2020-08-04;2021-03-27;33.57;8.39
2641;31;37;2023-03-19;2023-05-16;8.29;2.07
2642;16;24;2019-06-19;2020-04-17;43.29;10.82
2643;44;37;2019-09-08;2021-04-27;85.29;21.32
2644;84;139;2019-06-18;2023-02-11;190.57;47.64
2645;33;25;2019-06-16;2019-10-17;17.57;4.39
2646;32;22;2019-06-18;2021-05-03;97.86;24.46
2647;1;5;2019-06-23;2019-06-23;0.0;0.0
2648;2;4;2019-06-17;2023-05-08;203.0;50.75
2649;95;126;2019-06-24;2021-01-02;79.71;19.93
2650;54;156;2019-06-19;2021-12-17;130.29;32.57
2651;85;112;2019-12-19;2022-09-18;143.43;35.86
2652;3;8;2019-06-24;2020-01-07;28.14;7.04
2653;7;24;2019-06-23;2020-01-21;30.29;7.57
2654;31;37;2019-06-17;2023-03-24;196.57;49.14
2655;10;18;2019-07-08;2020-09-11;61.57;15.39
2657;88;204;2019-06-29;2023-04-16;198.14;49.54
2658;46;40;2019-07-01;2020-01-07;27.14;6.78
2659;21;75;2019-12-05;2023-05-16;179.71;44.93
2660;97;56;2019-06-26;2020-11-14;72.43;18.11
2661;11;31;2019-06-28;2020-07-22;55.71;13.93
2662;95;176;2019-06-27;2021-12-05;127.43;31.86
2663;40;130;2019-06-28;2022-01-04;131.57;32.89
2664;2;7;2019-06-28;2019-12-16;24.43;6.11
2665;24;36;2019-06-28;2020-03-10;36.57;9.14
2666;91;121;2019-06-26;2020-03-07;36.43;9.11
2668;11;28;2019-06-28;2021-07-30;109.0;27.25
2669;21;35;2019-07-17;2021-12-19;126.57;31.64
2670;40;38;2019-06-28;2020-03-26;38.86;9.72
2671;4;10;2019-07-02;2019-10-08;14.0;3.5
2672;8;15;2020-01-25;2022-04-21;116.71;29.18
2673;90;168;2019-06-28;2023-01-15;185.29;46.32
2674;65;114;2019-06-28;2022-12-18;181.29;45.32
2675;10;10;2019-07-07;2019-10-04;12.71;3.18
2676;5;28;2019-06-28;2020-11-22;73.29;18.32
2677;67;114;2019-06-26;2022-11-24;178.14;44.54
2679;1;79;2020-07-30;2023-05-16;145.71;36.43
2681;48;107;2020-04-21;2023-02-21;148.0;37.0
2682;24;30;2019-06-28;2020-06-13;50.14;12.54
2683;59;91;2019-06-27;2021-07-14;106.86;26.72
2684;5;21;2019-06-30;2019-11-29;21.71;5.43
2686;12;17;2019-07-04;2020-03-20;37.14;9.28
2687;93;128;2019-06-28;2022-08-23;164.57;41.14
2688;82;188;2019-06-27;2021-11-01;122.57;30.64
2689;32;66;2019-06-28;2023-01-04;183.71;45.93
2690;33;179;2019-08-17;2022-03-14;134.29;33.57
2691;98;96;2019-06-29;2020-03-23;38.29;9.57
2692;87;154;2019-06-29;2022-10-13;171.71;42.93
2693;3;37;2019-07-16;2023-05-07;198.71;49.68
2695;91;85;2019-06-24;2020-03-16;38.0;9.5
2696;8;14;2019-07-02;2019-10-22;16.0;4.0
2697;28;62;2019-06-28;2022-02-07;136.43;34.11
2698;23;40;2019-06-24;2020-09-03;62.43;15.61
2699;65;103;2019-06-23;2022-02-19;138.86;34.72
2700;52;95;2019-06-27;2022-08-21;164.43;41.11
2701;64;138;2019-06-24;2023-01-20;186.57;46.64
2702;81;51;2019-06-24;2020-02-09;32.86;8.22
2703;57;90;2019-07-06;2020-04-10;39.86;9.96
2704;4;26;2022-01-09;2022-11-03;42.57;10.64
2705;53;49;2019-07-02;2021-01-03;78.71;19.68
2707;75;215;2019-06-30;2023-03-05;192.0;48.0
2708;2;2;2019-06-30;2019-07-01;0.14;0.04
2709;77;50;2019-07-01;2022-05-22;150.86;37.72
2710;34;59;2019-06-30;2021-10-21;120.57;30.14
2711;85;102;2019-07-24;2022-06-22;152.0;38.0
2712;83;74;2019-07-21;2023-05-11;198.57;49.64
2713;48;40;2019-08-25;2020-04-01;31.43;7.86
2714;25;25;2019-07-07;2022-06-17;153.71;38.43
2715;48;102;2019-08-21;2023-04-06;189.14;47.28
2716;97;76;2019-07-11;2020-01-27;28.57;7.14
2717;32;18;2019-09-05;2020-03-08;26.43;6.61
2718;14;19;2019-07-08;2019-12-16;23.0;5.75
2719;63;137;2019-07-09;2021-11-29;124.86;31.22
2720;56;88;2019-07-09;2023-05-10;200.14;50.04
2721;16;68;2019-07-09;2022-10-13;170.29;42.57
2722;30;66;2019-07-07;2022-11-04;173.71;43.43
2723;13;20;2019-07-11;2021-11-18;123.0;30.75
2724;80;81;2019-08-19;2020-06-04;41.43;10.36
2725;13;18;2019-07-07;2019-12-11;22.43;5.61
2726;96;156;2019-07-07;2019-12-28;24.86;6.22
2727;4;9;2019-07-07;2019-07-29;3.14;0.78
2728;55;55;2019-07-10;2020-07-26;54.57;13.64
2729;62;65;2019-07-07;2021-09-05;113.0;28.25
2730;54;83;2019-07-07;2022-05-06;147.71;36.93
2731;20;15;2019-07-07;2019-11-12;18.29;4.57
2733;26;50;2019-12-19;2022-03-16;116.86;29.22
2735;12;14;2019-07-14;2019-11-11;17.14;4.28
2736;74;77;2019-07-07;2020-01-27;29.14;7.28
2737;75;45;2019-07-08;2023-03-29;194.29;48.57
2738;98;263;2019-07-07;2022-05-13;148.71;37.18
2739;45;186;2021-09-05;2023-02-18;75.86;18.96
2740;11;7;2019-07-08;2019-09-12;9.43;2.36
2741;41;100;2019-07-08;2020-07-26;54.86;13.72
2742;4;17;2019-07-18;2021-12-11;125.29;31.32
2743;94;170;2019-07-20;2021-02-16;82.43;20.61
2744;50;48;2019-07-07;2022-09-01;164.57;41.14
2745;24;44;2019-07-07;2021-06-25;102.71;25.68
2747;96;71;2019-07-07;2020-03-14;35.86;8.96
2748;20;46;2019-07-08;2019-12-27;24.57;6.14
2749;16;38;2019-09-16;2022-09-16;156.57;39.14
2750;23;43;2019-07-28;2023-05-06;196.86;49.22
2751;1;4;2019-07-11;2019-07-18;1.0;0.25
2752;28;108;2019-07-09;2022-08-09;161.0;40.25
2753;72;103;2019-07-08;2020-10-06;65.14;16.28
2754;43;69;2019-07-07;2020-12-16;75.43;18.86
2755;2;20;2019-07-08;2020-02-03;30.0;7.5
2756;85;94;2019-07-13;2022-12-10;178.0;44.5
2757;98;505;2019-07-08;2023-05-16;201.14;50.28
2758;41;35;2019-07-09;2021-05-24;97.86;24.46
2759;79;52;2019-08-28;2023-01-05;175.14;43.78
2760;63;111;2019-07-08;2020-04-09;39.43;9.86
2761;6;25;2019-07-08;2022-07-23;158.71;39.68
2762;7;20;2019-12-19;2021-07-12;81.57;20.39
2763;53;68;2019-07-26;2020-04-19;38.29;9.57
2764;59;70;2019-07-16;2020-11-18;70.14;17.54
2765;1;3;2019-08-16;2019-08-16;0.0;0.0
2767;5;28;2019-08-25;2023-05-10;193.43;48.36
2769;17;52;2019-07-15;2020-02-25;32.14;8.04
2771;96;340;2019-07-14;2023-04-03;194.14;48.54
2772;54;130;2019-07-14;2021-01-05;77.29;19.32
2773;98;312;2019-07-15;2023-05-03;198.29;49.57
2774;87;83;2019-07-16;2021-11-14;121.71;30.43
2775;8;16;2019-08-23;2019-10-08;6.57;1.64
2776;54;125;2019-07-22;2020-04-29;40.29;10.07
2777;82;90;2019-07-15;2020-05-11;43.0;10.75
2778;31;53;2019-07-21;2022-02-08;133.29;33.32
2779;27;26;2019-07-21;2021-01-13;77.43;19.36
2780;23;20;2019-07-21;2020-02-11;29.29;7.32
2782;55;127;2019-07-21;2023-03-22;191.43;47.86
2783;92;69;2019-07-22;2021-10-05;115.14;28.78
2785;69;149;2019-07-22;2023-03-02;188.43;47.11
2787;35;72;2019-08-03;2022-05-15;145.14;36.28
2788;63;84;2019-07-21;2021-04-29;92.57;23.14
2789;95;143;2019-07-22;2021-04-22;91.43;22.86
2790;75;106;2019-07-21;2021-06-05;97.86;24.46
2791;89;336;2019-07-21;2023-05-02;197.29;49.32
2793;50;43;2019-07-23;2021-08-31;110.0;27.5
2794;12;12;2019-07-21;2020-03-24;35.29;8.82
2795;96;93;2019-07-21;2022-12-31;179.86;44.96
2798;6;12;2019-07-23;2020-01-12;24.71;6.18
2799;25;45;2019-07-22;2020-05-05;41.14;10.28
2800;91;81;2019-07-21;2022-06-28;153.29;38.32
2801;5;8;2019-07-22;2019-07-26;0.57;0.14
2802;18;31;2019-07-21;2020-01-05;24.0;6.0
2803;40;84;2019-07-21;2023-03-14;190.29;47.57
2804;69;88;2019-07-21;2021-10-07;115.57;28.89
2805;20;33;2019-07-21;2020-09-30;62.43;15.61
2806;52;52;2019-07-21;2020-04-10;37.71;9.43
2807;93;116;2019-07-21;2023-05-17;199.43;49.86
2808;2;29;2019-08-16;2019-11-25;14.43;3.61
2809;13;11;2019-07-22;2019-08-20;4.14;1.03
2810;11;11;2019-07-23;2019-08-25;4.71;1.18
2811;75;48;2019-07-21;2022-01-20;130.57;32.64
2812;93;139;2019-07-21;2023-03-17;190.71;47.68
2813;15;104;2019-07-21;2023-03-14;190.29;47.57
2814;38;146;2019-07-21;2023-01-30;184.14;46.04
2815;97;80;2019-07-21;2020-04-02;36.57;9.14
2816;39;124;2019-07-22;2020-05-24;43.86;10.96
2817;98;70;2019-07-21;2020-09-13;60.0;15.0
2818;20;36;2019-07-21;2020-11-03;67.29;16.82
2819;95;189;2019-07-22;2020-07-27;53.0;13.25
2820;70;114;2019-07-21;2021-08-31;110.29;27.57
2821;92;184;2019-07-21;2023-02-14;186.29;46.57
2822;85;48;2019-07-21;2020-03-15;34.0;8.5
2823;1;3;2019-09-01;2019-09-18;2.43;0.61
2824;97;118;2019-07-22;2020-04-21;39.14;9.78
2825;84;135;2019-07-29;2023-05-11;197.43;49.36
2826;48;75;2019-07-22;2023-03-13;190.0;47.5
2827;95;113;2019-07-21;2021-03-05;84.71;21.18
2828;94;83;2019-07-21;2022-07-20;156.43;39.11
2829;65;40;2019-07-21;2021-01-19;78.29;19.57
2830;92;176;2019-07-21;2023-05-10;198.43;49.61
2831;7;11;2019-08-12;2021-05-03;90.0;22.5
2832;31;55;2019-07-26;2023-04-17;194.43;48.61
2833;69;58;2019-07-21;2021-12-28;127.29;31.82
2834;2;5;2019-07-25;2019-08-05;1.57;0.39
2835;2;4;2019-07-21;2020-01-28;27.29;6.82
2836;26;47;2019-07-21;2020-07-13;51.14;12.78
2837;63;52;2019-07-21;2020-04-04;36.86;9.22
2838;21;40;2019-08-21;2021-12-19;121.57;30.39
2839;60;185;2019-07-23;2022-05-09;145.86;36.47
2840;21;37;2019-07-21;2019-09-02;6.14;1.54
2841;60;81;2019-07-23;2021-04-30;92.43;23.11
