Product Progress;Logins;Start Date;Last Activity At;Days Lapsed;Months Lapsed
22;22;2020-06-14;2022-11-18;126.71;31.68
77;116;2020-06-20;2023-02-27;140.29;35.07
93;101;2020-06-15;2021-05-02;45.86;11.46
29;70;2020-06-28;2023-05-14;150.0;37.5
98;96;2020-06-15;2023-04-23;148.86;37.22
23;19;2020-09-05;2022-08-19;101.86;25.46
30;59;2020-06-15;2021-06-04;50.57;12.64
63;52;2020-06-15;2021-02-19;35.57;8.89
75;94;2020-06-16;2022-09-19;117.86;29.46
13;25;2020-06-18;2023-04-16;147.43;36.86
25;51;2020-06-22;2021-03-14;37.86;9.46
13;26;2020-06-21;2022-10-20;121.57;30.39
5;20;2020-06-25;2020-12-06;23.43;5.86
3;43;2021-04-11;2021-09-07;21.29;5.32
98;176;2020-06-21;2022-11-21;126.14;31.54
13;23;2020-07-15;2020-12-16;22.0;5.5
98;170;2020-06-24;2023-05-06;149.43;37.36
9;15;2020-06-25;2021-03-18;38.0;9.5
31;38;2020-06-21;2021-02-10;33.43;8.36
29;47;2020-06-22;2023-04-17;147.0;36.75
47;60;2020-06-23;2021-05-08;45.57;11.39
1;4;2020-07-09;2020-07-09;0.0;0.0
70;54;2020-06-21;2022-06-03;101.71;25.43
74;92;2020-06-22;2023-01-16;134.0;33.5
87;204;2020-06-21;2023-01-24;135.29;33.82
68;55;2020-06-21;2022-06-25;104.86;26.22
98;301;2020-06-21;2023-04-05;145.43;36.36
39;78;2020-06-21;2022-04-20;95.43;23.86
14;29;2020-06-21;2023-03-07;141.29;35.32
65;43;2020-06-22;2021-02-16;34.14;8.54
17;31;2020-06-28;2022-06-19;103.0;25.75
57;88;2020-06-29;2021-05-19;46.29;11.57
97;181;2020-06-22;2022-09-26;118.0;29.5
5;9;2020-06-22;2020-07-23;4.43;1.11
68;67;2020-06-22;2022-01-24;83.0;20.75
18;21;2020-06-21;2020-08-14;7.71;1.93
24;29;2020-06-21;2022-06-29;105.43;26.36
15;16;2020-06-23;2020-11-12;20.29;5.07
4;5;2020-06-23;2020-07-06;1.86;0.46
95;82;2020-06-23;2021-06-16;51.14;12.78
3;13;2020-06-24;2022-01-28;83.29;20.82
98;207;2020-06-28;2023-02-23;138.57;34.64
55;71;2020-07-01;2023-03-30;143.14;35.78
89;100;2020-06-28;2021-10-18;68.14;17.04
95;141;2020-06-30;2022-06-23;103.29;25.82
72;341;2020-07-01;2023-05-12;149.29;37.32
93;99;2020-06-28;2023-04-27;147.57;36.89
3;6;2020-07-02;2020-07-08;0.86;0.22
36;32;2020-07-01;2022-11-04;122.29;30.57
17;19;2020-06-28;2020-11-24;21.29;5.32
44;80;2020-10-04;2023-04-26;133.43;33.36
47;41;2020-06-30;2022-10-11;119.0;29.75
35;53;2020-06-28;2020-10-03;13.86;3.46
2;3;2020-06-28;2020-06-29;0.14;0.04
93;80;2020-06-30;2022-07-02;104.57;26.14
38;34;2020-06-28;2021-03-01;35.14;8.78
70;82;2020-07-02;2023-01-18;132.86;33.22
47;69;2020-06-28;2022-06-09;101.57;25.39
13;30;2020-07-01;2021-05-25;46.86;11.72
96;111;2020-06-28;2022-09-22;116.57;29.14
59;56;2020-06-28;2022-11-21;125.14;31.28
49;69;2022-10-02;2023-05-07;31.0;7.75
9;21;2020-06-29;2022-05-23;99.0;24.75
47;79;2020-07-01;2023-02-14;136.86;34.22
97;86;2020-06-30;2022-08-20;111.57;27.89
29;26;2020-06-28;2023-05-01;148.14;37.03
91;103;2020-06-28;2023-05-13;149.86;37.47
96;302;2020-07-12;2023-04-05;142.43;35.61
50;114;2021-01-25;2022-01-22;51.71;12.93
79;229;2020-06-28;2023-05-09;149.29;37.32
5;18;2020-07-09;2021-02-10;30.86;7.72
5;20;2020-07-01;2020-10-30;17.29;4.32
9;5;2020-06-29;2020-07-13;2.0;0.5
3;4;2020-07-12;2020-08-03;3.14;0.78
52;50;2020-06-28;2022-06-01;100.43;25.11
63;54;2020-06-29;2022-10-18;120.14;30.04
85;257;2020-06-28;2023-03-23;142.57;35.64
16;61;2020-07-01;2023-01-11;132.0;33.0
9;13;2020-07-02;2021-01-26;29.71;7.43
26;40;2020-07-02;2022-10-05;117.86;29.46
10;8;2020-06-29;2020-08-18;7.14;1.78
48;70;2020-07-01;2023-02-02;135.14;33.78
12;64;2020-06-29;2021-03-07;35.86;8.96
92;175;2020-06-28;2022-03-10;88.57;22.14
44;77;2020-06-30;2020-12-20;24.71;6.18
27;28;2020-07-06;2020-11-30;21.0;5.25
87;136;2020-07-05;2021-11-09;70.29;17.57
5;27;2020-07-11;2020-12-17;22.71;5.68
97;69;2020-07-06;2021-10-11;66.0;16.5
95;337;2020-07-05;2023-04-29;146.86;36.72
4;9;2020-07-05;2020-08-06;4.57;1.14
58;112;2020-07-06;2023-01-07;130.71;32.68
1;1;2020-07-10;2020-07-11;0.14;0.04
1;4;2020-08-12;2020-12-02;16.0;4.0
66;64;2020-07-05;2020-11-16;19.14;4.78
4;14;2020-07-06;2020-11-12;18.43;4.61
3;2;2020-07-15;2020-07-16;0.14;0.04
18;23;2020-07-05;2020-08-06;4.57;1.14
99;87;2020-07-06;2021-10-30;68.71;17.18
25;38;2020-09-02;2022-07-10;96.57;24.14
85;80;2020-07-08;2022-03-24;89.14;22.28
63;100;2020-07-05;2020-12-22;24.29;6.07
5;7;2020-07-11;2020-07-22;1.57;0.39
97;59;2020-07-05;2022-10-26;120.43;30.11
16;22;2020-07-07;2021-01-29;29.43;7.36
4;8;2020-07-05;2022-11-23;124.43;31.11
8;14;2020-07-07;2020-11-19;19.29;4.82
3;45;2020-08-16;2022-07-11;99.14;24.78
90;160;2020-07-05;2023-05-02;147.29;36.82
74;144;2020-07-06;2022-07-04;104.0;26.0
94;153;2020-07-06;2023-04-27;146.43;36.61
71;95;2020-07-05;2023-02-16;136.57;34.14
85;211;2020-07-09;2023-05-15;148.57;37.14
22;53;2020-07-06;2022-05-11;96.29;24.07
27;37;2020-07-06;2022-10-04;117.14;29.28
58;18;2020-07-06;2020-11-22;19.86;4.96
12;23;2021-08-23;2022-02-21;26.0;6.5
74;152;2020-07-08;2023-02-25;137.43;34.36
77;60;2020-07-06;2022-06-09;100.43;25.11
1;4;2020-07-06;2020-07-23;2.43;0.61
82;85;2020-07-05;2022-11-13;123.0;30.75
8;10;2020-07-06;2021-09-16;62.43;15.61
58;41;2020-07-12;2022-01-31;81.14;20.28
95;64;2020-07-25;2021-08-23;56.29;14.07
95;184;2020-07-12;2023-05-04;146.57;36.64
96;60;2020-07-12;2021-10-21;66.57;16.64
98;166;2020-07-12;2022-05-27;97.71;24.43
3;37;2022-08-04;2022-10-26;11.86;2.96
18;23;2020-09-22;2022-12-02;114.43;28.61
7;7;2020-07-12;2021-10-12;65.29;16.32
11;28;2020-07-14;2021-11-12;69.43;17.36
81;135;2020-07-12;2022-09-17;113.86;28.46
98;76;2020-07-12;2022-08-08;108.14;27.04
5;12;2020-07-14;2022-06-02;98.29;24.57
30;50;2020-07-13;2021-12-08;73.29;18.32
42;78;2020-07-13;2021-06-20;48.86;12.22
16;35;2020-07-12;2021-07-15;52.57;13.14
31;56;2020-07-13;2021-05-17;44.0;11.0
10;11;2020-07-16;2020-07-30;2.0;0.5
2;5;2020-09-11;2021-08-03;46.57;11.64
81;147;2021-02-28;2023-04-18;111.29;27.82
4;28;2020-07-16;2022-06-23;101.0;25.25
15;34;2020-07-14;2022-02-09;82.14;20.54
66;122;2020-07-13;2022-11-24;123.43;30.86
15;29;2020-07-18;2022-10-21;117.86;29.46
49;91;2020-07-15;2022-12-21;127.0;31.75
42;81;2020-07-12;2023-02-04;133.86;33.47
2;5;2020-07-14;2020-10-05;11.86;2.96
4;5;2020-07-14;2020-07-24;1.43;0.36
4;3;2020-07-13;2020-07-20;1.0;0.25
51;75;2020-11-24;2022-10-30;100.71;25.18
12;18;2020-07-13;2020-08-13;4.43;1.11
8;14;2020-07-12;2021-02-17;31.43;7.86
81;218;2020-07-13;2023-05-15;148.0;37.0
92;73;2020-07-12;2022-04-11;91.14;22.78
12;16;2020-07-17;2021-04-29;40.86;10.22
3;3;2020-07-12;2020-07-15;0.43;0.11
12;23;2020-07-21;2020-08-10;2.86;0.72
47;64;2020-07-20;2021-11-27;70.71;17.68
82;119;2020-07-19;2022-12-07;124.43;31.11
81;112;2020-07-21;2023-02-05;132.71;33.18
98;115;2020-07-19;2023-01-01;128.0;32.0
80;179;2020-08-23;2021-10-29;61.71;15.43
5;19;2020-07-20;2021-01-31;27.86;6.96
5;11;2022-12-05;2023-02-22;11.29;2.82
31;79;2020-07-20;2021-12-15;73.29;18.32
5;24;2020-07-21;2020-07-27;0.86;0.22
27;42;2020-09-14;2023-03-28;132.14;33.03
98;74;2020-07-19;2023-01-06;128.71;32.18
15;6;2020-07-31;2020-08-13;1.86;0.46
4;17;2020-07-21;2020-09-03;6.29;1.57
25;145;2020-08-16;2023-03-29;136.43;34.11
83;71;2020-07-22;2021-09-29;62.0;15.5
18;16;2020-07-22;2020-08-26;5.0;1.25
9;17;2020-07-19;2020-12-29;23.29;5.82
15;9;2020-08-11;2020-11-04;12.14;3.04
92;89;2020-07-22;2023-05-07;145.57;36.39
1;33;2020-07-20;2023-04-17;143.0;35.75
44;32;2020-09-23;2022-03-16;77.0;19.25
5;17;2020-07-26;2020-09-28;9.14;2.28
36;55;2020-07-20;2023-02-07;133.14;33.28
7;16;2020-08-27;2022-10-05;109.86;27.46
49;219;2020-07-19;2023-05-03;145.43;36.36
12;19;2020-07-20;2021-09-29;62.29;15.57
44;80;2020-07-20;2023-05-04;145.43;36.36
5;19;2020-07-23;2021-01-06;23.86;5.96
45;48;2020-07-20;2021-06-30;49.29;12.32
44;27;2020-08-17;2021-03-22;31.0;7.75
8;6;2020-07-20;2020-08-13;3.43;0.86
5;4;2020-07-22;2020-07-31;1.29;0.32
78;174;2020-07-20;2023-05-08;146.0;36.5
24;19;2020-07-26;2020-11-14;15.86;3.96
3;12;2020-08-15;2022-01-10;73.29;18.32
87;43;2020-07-19;2021-07-25;53.0;13.25
5;5;2020-08-23;2020-08-26;0.43;0.11
30;70;2020-08-29;2023-04-24;138.29;34.57
5;7;2020-07-26;2020-09-04;5.71;1.43
1;6;2020-07-30;2020-08-06;1.0;0.25
14;17;2020-08-02;2022-09-14;110.43;27.61
74;88;2020-07-26;2022-11-02;118.43;29.61
47;58;2020-07-26;2021-07-15;50.57;12.64
57;84;2020-07-26;2023-02-28;135.29;33.82
38;53;2020-07-26;2021-08-16;55.14;13.78
3;8;2020-07-26;2020-10-07;10.43;2.61
4;22;2020-08-04;2020-09-23;7.14;1.78
4;11;2020-07-27;2020-08-09;1.86;0.46
34;40;2020-07-27;2021-05-07;40.57;10.14
3;3;2021-05-11;2021-05-17;0.86;0.22
26;17;2020-07-30;2021-03-24;33.86;8.46
97;138;2020-07-27;2022-02-21;82.0;20.5
1;13;2020-09-28;2021-01-07;14.43;3.61
3;17;2020-09-19;2021-10-20;56.57;14.14
16;42;2020-07-26;2023-03-30;139.57;34.89
2;89;2020-11-25;2023-03-21;120.86;30.22
96;124;2020-07-27;2022-03-23;86.29;21.57
13;36;2020-07-27;2023-03-17;137.57;34.39
95;105;2020-07-26;2021-06-16;46.43;11.61
15;13;2020-07-27;2023-03-12;136.86;34.22
93;81;2020-07-27;2021-09-19;59.86;14.96
1;2;2020-07-27;2020-07-29;0.29;0.07
87;72;2020-07-27;2022-11-25;121.57;30.39
21;30;2020-08-21;2020-11-19;12.86;3.22
92;315;2020-07-27;2022-10-05;114.29;28.57
3;9;2020-08-09;2020-08-21;1.71;0.43
13;22;2020-08-03;2020-10-15;10.43;2.61
78;119;2020-08-02;2023-04-17;141.14;35.28
92;137;2020-08-04;2022-10-18;115.0;28.75
95;100;2020-08-02;2023-01-08;127.0;31.75
80;72;2020-08-02;2021-06-23;46.43;11.61
75;286;2020-08-06;2023-05-16;144.71;36.18
1;2;2020-08-06;2020-08-06;0.0;0.0
34;56;2020-08-02;2021-04-03;34.86;8.72
45;63;2020-08-02;2021-03-22;33.14;8.28
63;48;2020-08-03;2023-02-03;130.57;32.64
38;100;2020-09-14;2021-11-15;61.0;15.25
12;13;2020-08-05;2020-09-09;5.0;1.25
9;15;2020-08-02;2021-04-01;34.57;8.64
90;102;2020-08-03;2021-12-22;72.29;18.07
4;9;2020-11-29;2021-03-15;15.14;3.78
97;53;2020-08-02;2021-10-08;61.71;15.43
84;53;2020-08-05;2021-07-31;51.43;12.86
9;45;2020-08-03;2022-11-27;120.86;30.22
16;34;2020-08-04;2021-12-28;73.0;18.25
69;127;2020-08-02;2021-12-05;70.0;17.5
30;73;2020-08-13;2023-01-08;125.43;31.36
3;18;2021-03-06;2021-12-12;40.14;10.04
66;269;2020-08-24;2023-05-16;142.14;35.53
27;91;2020-08-05;2023-03-14;135.86;33.97
93;126;2020-08-02;2022-08-30;108.29;27.07
41;71;2020-08-02;2022-11-23;120.43;30.11
86;47;2020-08-10;2021-01-23;23.71;5.93
14;51;2020-08-03;2022-04-06;87.29;21.82
97;167;2020-08-02;2023-05-14;145.0;36.25
15;48;2020-08-03;2021-06-29;47.14;11.78
5;12;2020-08-16;2020-11-27;14.71;3.68
12;17;2020-08-09;2020-09-15;5.29;1.32
9;12;2020-08-02;2020-08-20;2.57;0.64
16;26;2020-08-10;2021-11-22;67.0;16.75
64;137;2020-08-04;2022-06-14;97.0;24.25
13;16;2020-08-03;2020-11-03;13.14;3.28
92;150;2020-08-12;2023-03-23;136.14;34.03
68;186;2020-09-07;2023-05-17;140.29;35.07
60;96;2020-08-03;2023-04-12;140.29;35.07
2;4;2020-08-06;2023-01-21;128.29;32.07
3;5;2020-08-03;2020-08-04;0.14;0.04
11;11;2020-08-03;2020-08-15;1.71;0.43
86;374;2020-08-03;2023-05-15;145.0;36.25
16;44;2020-08-03;2022-10-13;114.43;28.61
11;13;2020-08-02;2020-08-25;3.29;0.82
96;43;2020-08-03;2022-04-20;89.29;22.32
41;37;2020-08-03;2022-03-22;85.14;21.28
11;8;2020-08-02;2020-09-27;8.0;2.0
73;82;2020-08-02;2023-02-06;131.14;32.78
20;34;2020-08-03;2021-08-14;53.71;13.43
97;177;2020-08-05;2023-05-12;144.29;36.07
23;31;2020-08-02;2023-02-17;132.71;33.18
6;15;2020-08-27;2022-04-27;86.86;21.72
61;290;2020-09-20;2023-05-17;138.43;34.61
42;35;2020-08-11;2021-08-14;52.57;13.14
98;252;2020-08-10;2023-05-17;144.29;36.07
46;121;2020-09-07;2023-05-15;140.0;35.0
71;86;2020-08-10;2022-07-26;102.14;25.54
8;20;2020-08-11;2020-09-26;6.57;1.64
6;6;2021-08-22;2021-11-16;12.29;3.07
39;69;2020-08-10;2022-09-07;108.29;27.07
43;88;2020-08-10;2023-01-17;127.14;31.78
24;63;2020-08-09;2023-04-08;138.86;34.72
38;96;2020-08-09;2021-12-21;71.29;17.82
4;8;2020-08-11;2020-08-28;2.43;0.61
4;9;2020-08-18;2020-09-01;2.0;0.5
93;44;2020-12-06;2023-03-21;119.29;29.82
27;96;2020-08-16;2023-04-07;137.71;34.43
2;23;2020-08-26;2023-02-13;128.71;32.18
24;27;2020-08-10;2021-04-10;34.71;8.68
2;1;2020-08-10;2020-08-10;0.0;0.0
70;186;2020-08-10;2023-05-16;144.14;36.03
22;42;2020-08-09;2022-12-11;122.0;30.5
23;37;2020-08-10;2021-02-16;27.14;6.78
95;50;2020-08-26;2021-05-04;35.86;8.96
78;88;2020-08-14;2021-08-14;52.14;13.04
12;19;2020-08-12;2020-10-11;8.57;2.14
58;314;2020-08-10;2023-05-16;144.14;36.03
9;28;2020-08-09;2022-09-02;107.71;26.93
51;63;2020-08-11;2021-04-10;34.57;8.64
1;17;2020-08-11;2022-05-27;93.43;23.36
48;86;2020-08-21;2021-11-10;63.71;15.93
16;53;2020-08-24;2023-03-10;132.57;33.14
26;23;2020-08-11;2021-01-06;21.14;5.28
69;62;2020-08-09;2021-06-28;46.14;11.54
62;88;2020-08-10;2022-02-13;78.86;19.72
51;49;2020-08-09;2021-05-11;39.29;9.82
73;75;2020-08-09;2023-01-02;125.14;31.28
30;27;2020-08-12;2023-02-19;131.57;32.89
29;114;2020-08-09;2022-09-04;108.0;27.0
85;130;2021-01-24;2023-03-22;112.43;28.11
22;57;2020-08-09;2023-05-06;142.86;35.72
46;55;2020-08-10;2021-01-11;22.0;5.5
85;75;2020-08-11;2021-06-18;44.43;11.11
3;9;2020-08-14;2020-09-01;2.57;0.64
77;97;2020-08-10;2022-05-15;91.86;22.96
48;50;2020-08-10;2021-01-04;21.0;5.25
26;25;2020-08-11;2021-12-27;71.86;17.96
85;94;2020-08-10;2021-10-06;60.29;15.07
44;67;2020-08-13;2022-03-11;82.14;20.54
97;96;2020-08-17;2021-05-27;40.43;10.11
3;11;2020-08-24;2022-10-08;110.71;27.68
19;14;2020-08-16;2021-03-05;28.71;7.18
2;11;2020-09-20;2021-10-12;55.29;13.82
41;39;2020-08-16;2021-07-09;46.71;11.68
7;17;2020-08-16;2021-04-29;36.57;9.14
13;44;2020-10-14;2023-01-12;117.14;29.28
99;44;2020-08-19;2022-11-01;114.86;28.72
63;54;2020-08-16;2021-04-12;34.14;8.54
9;32;2020-08-18;2021-04-28;36.14;9.04
49;45;2020-08-16;2020-12-17;17.57;4.39
53;126;2020-08-17;2023-05-07;141.86;35.47
17;11;2020-08-16;2020-09-08;3.29;0.82
48;60;2020-08-16;2022-11-10;116.57;29.14
54;150;2020-08-16;2023-03-27;136.14;34.03
9;4;2020-08-18;2020-09-01;2.0;0.5
44;60;2020-08-16;2023-01-21;126.86;31.72
3;5;2020-08-18;2020-08-21;0.43;0.11
96;120;2020-10-18;2021-07-21;39.43;9.86
28;33;2020-08-27;2022-10-26;112.86;28.22
93;104;2020-08-17;2021-12-22;70.29;17.57
2;16;2020-08-18;2022-11-26;118.57;29.64
14;28;2020-08-17;2022-10-19;113.29;28.32
20;31;2020-08-16;2022-12-26;123.14;30.78
16;13;2020-08-17;2020-10-15;8.43;2.11
43;60;2020-08-25;2021-08-31;53.0;13.25
4;7;2020-10-02;2020-10-02;0.0;0.0
27;49;2020-08-16;2021-08-14;51.86;12.96
23;31;2020-08-23;2023-03-28;135.29;33.82
16;22;2020-08-24;2021-05-01;35.71;8.93
18;25;2020-08-23;2023-04-10;137.14;34.28
3;3;2020-08-30;2020-08-31;0.14;0.04
79;126;2020-08-23;2022-10-16;112.0;28.0
42;24;2020-09-04;2020-11-08;9.29;2.32
3;14;2020-08-28;2021-05-18;37.57;9.39
3;5;2020-08-24;2020-09-03;1.43;0.36
81;134;2020-08-23;2022-10-10;111.14;27.78
95;66;2020-11-02;2021-12-15;58.29;14.57
13;23;2020-08-23;2021-09-19;56.0;14.0
10;17;2020-08-23;2020-09-14;3.14;0.78
25;73;2020-09-05;2023-02-09;126.71;31.68
23;53;2020-08-28;2022-09-19;107.43;26.86
82;70;2020-08-23;2021-09-22;56.43;14.11
4;5;2020-08-30;2020-09-03;0.57;0.14
71;90;2020-08-23;2022-04-18;86.14;21.54
77;107;2020-08-30;2021-05-04;35.29;8.82
79;112;2020-08-25;2023-03-30;135.29;33.82
49;43;2020-08-26;2022-09-27;108.86;27.22
53;213;2020-09-03;2022-09-16;106.14;26.54
44;73;2020-08-24;2023-05-02;140.14;35.03
40;52;2020-08-30;2021-10-24;60.0;15.0
12;27;2020-08-23;2023-04-10;137.14;34.28
23;13;2020-08-30;2020-11-23;12.14;3.04
51;37;2020-08-30;2021-05-17;37.14;9.28
12;18;2020-08-24;2021-09-23;56.43;14.11
40;140;2020-08-25;2023-05-09;141.0;35.25
8;10;2020-08-27;2020-10-31;9.29;2.32
14;25;2020-08-27;2020-11-18;11.86;2.96
3;11;2020-08-24;2020-10-27;9.14;2.28
5;6;2020-08-24;2020-09-15;3.14;0.78
33;20;2020-08-24;2021-03-23;30.14;7.54
18;36;2020-09-03;2021-07-29;47.0;11.75
75;223;2020-08-24;2023-05-14;141.86;35.47
2;4;2020-08-25;2020-08-25;0.0;0.0
63;91;2020-08-26;2023-02-17;129.29;32.32
12;12;2020-08-25;2022-01-21;73.43;18.36
54;60;2020-08-24;2021-01-14;20.43;5.11
77;97;2020-08-24;2022-08-27;104.71;26.18
64;227;2020-08-23;2023-05-08;141.14;35.28
15;27;2020-08-24;2021-08-10;50.14;12.54
10;14;2020-08-24;2020-11-24;13.14;3.28
79;55;2020-08-24;2023-01-21;125.71;31.43
86;69;2020-08-25;2023-01-06;123.43;30.86
7;7;2020-08-24;2021-02-16;25.14;6.28
96;124;2020-08-25;2022-05-11;89.14;22.28
71;72;2020-08-30;2023-05-12;140.71;35.18
92;115;2020-08-30;2022-12-19;120.14;30.04
46;53;2020-08-31;2021-07-04;43.86;10.96
38;235;2020-09-03;2023-04-17;136.57;34.14
74;50;2020-08-31;2023-05-08;140.0;35.0
11;14;2020-08-30;2022-10-19;111.43;27.86
7;12;2020-08-30;2020-09-23;3.43;0.86
33;42;2020-08-30;2022-05-29;91.0;22.75
68;136;2020-09-05;2022-05-08;87.14;21.78
97;112;2020-08-30;2022-02-14;76.14;19.04
43;33;2020-08-31;2021-01-31;21.86;5.46
12;8;2020-08-30;2020-09-20;3.0;0.75
26;37;2020-09-01;2021-03-08;26.86;6.72
56;100;2020-09-03;2022-12-06;117.71;29.43
96;192;2020-08-31;2023-05-02;139.14;34.78
30;28;2020-09-01;2022-10-30;112.71;28.18
97;150;2020-09-02;2023-05-16;140.86;35.22
97;646;2021-02-07;2023-04-11;113.29;28.32
3;38;2021-06-19;2022-01-03;28.29;7.07
54;34;2020-08-30;2021-01-30;21.86;5.46
97;131;2020-08-31;2023-01-24;125.14;31.28
1;6;2020-08-30;2021-03-22;29.14;7.28
3;6;2020-08-30;2021-07-05;44.14;11.04
43;23;2020-09-06;2021-07-25;46.0;11.5
2;3;2020-08-30;2020-08-30;0.0;0.0
97;88;2020-08-31;2021-05-19;37.29;9.32
62;52;2020-09-02;2023-05-09;139.86;34.97
9;18;2020-09-02;2021-12-18;67.43;16.86
3;3;2020-08-30;2020-09-09;1.43;0.36
93;121;2020-09-01;2022-07-29;99.43;24.86
5;10;2020-08-30;2020-10-29;8.57;2.14
59;71;2020-08-31;2021-04-03;30.71;7.68
39;30;2020-09-06;2022-06-10;91.71;22.93
19;16;2020-08-31;2020-09-28;4.0;1.0
6;30;2020-09-03;2021-05-13;36.0;9.0
94;249;2020-09-01;2023-04-11;136.0;34.0
35;99;2020-09-06;2022-06-01;90.43;22.61
63;82;2020-09-06;2021-09-30;55.57;13.89
3;12;2020-09-08;2020-09-14;0.86;0.22
98;77;2020-09-06;2022-02-15;75.29;18.82
63;172;2020-09-08;2022-11-01;112.0;28.0
12;13;2020-09-06;2022-10-07;108.71;27.18
1;5;2020-09-20;2021-10-11;55.14;13.78
57;97;2020-09-07;2023-05-17;140.29;35.07
5;20;2020-09-07;2023-02-04;125.71;31.43
61;35;2021-01-09;2021-07-17;27.0;6.75
67;117;2020-09-06;2021-05-19;36.43;9.11
94;86;2020-09-06;2022-04-19;84.29;21.07
2;9;2021-03-17;2022-02-10;47.14;11.78
93;252;2020-09-06;2023-04-22;136.86;34.22
98;90;2020-09-14;2021-09-19;52.86;13.22
96;67;2020-09-07;2022-01-06;69.43;17.36
13;36;2020-09-23;2021-12-21;64.86;16.22
41;45;2020-09-06;2021-06-13;40.0;10.0
49;72;2020-09-05;2023-04-23;137.14;34.28
34;48;2020-09-07;2021-02-17;23.29;5.82
44;50;2020-09-07;2023-04-15;135.71;33.93
62;57;2020-09-08;2021-05-18;36.0;9.0
57;56;2020-09-07;2021-07-13;44.14;11.04
10;13;2020-09-06;2020-12-14;14.14;3.54
76;102;2020-09-07;2022-09-09;104.57;26.14
47;199;2020-09-07;2023-05-16;140.14;35.03
99;144;2020-09-07;2022-03-16;79.29;19.82
15;40;2020-09-09;2022-05-17;87.86;21.96
64;147;2020-09-06;2023-04-20;136.57;34.14
5;9;2020-09-13;2020-10-25;6.0;1.5
48;70;2020-09-07;2022-02-03;73.43;18.36
1;5;2020-11-02;2021-07-06;35.14;8.78
96;126;2020-09-06;2022-07-02;94.86;23.72
53;55;2020-09-19;2023-05-17;138.57;34.64
31;42;2020-09-15;2023-05-16;139.0;34.75
28;117;2020-09-13;2021-12-29;67.43;16.86
85;454;2020-09-13;2023-04-10;134.14;33.53
73;202;2020-09-13;2023-05-17;139.43;34.86
100;95;2020-09-13;2022-05-01;85.0;21.25
33;84;2020-09-13;2022-10-03;107.14;26.78
7;157;2020-09-19;2023-05-16;138.43;34.61
3;10;2020-10-08;2020-10-08;0.0;0.0
3;3;2020-11-23;2020-11-23;0.0;0.0
14;18;2020-09-23;2020-10-27;4.86;1.22
2;12;2020-09-28;2021-11-14;58.86;14.72
92;119;2020-09-13;2021-05-22;35.86;8.96
63;68;2020-09-14;2022-10-10;108.0;27.0
48;221;2020-09-14;2023-05-10;138.29;34.57
16;14;2020-09-14;2020-12-14;13.0;3.25
3;3;2020-09-13;2021-01-10;17.0;4.25
53;46;2020-09-13;2021-03-05;24.71;6.18
38;56;2020-09-19;2022-06-28;92.43;23.11
58;104;2020-09-13;2021-09-06;51.14;12.78
12;34;2020-09-22;2021-03-29;26.86;6.72
10;14;2020-09-14;2021-03-24;27.29;6.82
76;90;2020-09-14;2023-04-24;136.0;34.0
3;3;2020-09-21;2020-09-23;0.29;0.07
80;146;2020-09-13;2023-03-23;131.57;32.89
48;39;2020-09-13;2021-05-28;36.71;9.18
32;106;2020-09-14;2023-05-08;138.0;34.5
97;102;2020-09-17;2022-04-12;81.71;20.43
86;167;2020-09-16;2022-09-19;104.71;26.18
97;47;2020-09-13;2021-05-10;34.14;8.54
5;20;2020-09-15;2022-06-23;92.29;23.07
90;80;2020-09-13;2021-12-06;64.14;16.04
26;59;2020-09-14;2022-06-24;92.57;23.14
68;125;2020-09-13;2023-02-08;125.43;31.36
98;192;2020-09-14;2023-02-26;127.86;31.96
6;13;2020-09-14;2021-03-07;24.86;6.22
4;23;2020-09-22;2021-11-22;60.86;15.22
17;36;2020-09-14;2021-06-23;40.29;10.07
68;45;2020-09-22;2022-05-22;86.71;21.68
37;59;2020-11-02;2022-11-16;106.29;26.57
76;134;2020-09-21;2023-01-10;120.14;30.04
60;130;2020-09-21;2023-04-20;134.43;33.61
30;101;2020-09-20;2023-04-26;135.43;33.86
1;7;2020-09-21;2020-10-16;3.57;0.89
34;46;2020-09-21;2021-06-28;40.0;10.0
52;55;2020-09-21;2021-06-22;39.14;9.78
63;46;2020-09-21;2021-05-10;33.0;8.25
12;14;2020-09-20;2020-11-19;8.57;2.14
32;33;2020-11-05;2021-10-03;47.43;11.86
93;91;2020-09-30;2023-04-28;134.29;33.57
1;6;2020-11-12;2020-11-10;-0.29;-0.07
7;73;2020-09-29;2022-05-15;84.71;21.18
43;308;2020-09-24;2023-05-17;137.86;34.47
2;5;2020-09-21;2021-05-14;33.57;8.39
41;95;2020-11-24;2022-09-07;93.14;23.28
58;85;2020-09-20;2023-02-01;123.43;30.86
31;44;2020-09-21;2023-02-14;125.14;31.28
81;105;2020-09-21;2023-05-15;138.0;34.5
97;188;2020-09-26;2022-06-16;89.71;22.43
8;9;2020-09-22;2020-10-13;3.0;0.75
10;15;2020-09-20;2022-07-25;96.14;24.04
34;62;2020-09-25;2023-04-04;131.57;32.89
7;9;2020-09-23;2020-10-18;3.57;0.89
27;30;2020-09-22;2021-03-08;23.86;5.96
99;136;2020-09-20;2023-05-09;137.29;34.32
2;4;2020-09-21;2020-09-25;0.57;0.14
6;11;2020-09-22;2020-10-18;3.71;0.93
93;97;2020-09-20;2022-03-09;76.43;19.11
